,MA1_9,MA2_9,MA3_9,MA1_12,MA2_12,MA3_12,MOM(1),MOM(2),MOM(3),MOM(6),MOM(9),MOM(12)
4368,1,1,1,1,1,1,0,0,0,0,0,0
4369,1,1,1,1,1,1,1,0,1,0,0,0
4370,0,0,1,1,1,1,1,1,0,1,0,0
4371,0,0,0,0,0,1,1,1,1,1,1,0
4372,0,0,0,0,0,0,0,1,1,1,1,0
4373,0,0,0,0,0,0,1,1,1,1,1,1
4374,0,0,0,0,0,0,1,1,1,1,1,1
4375,0,0,0,0,0,0,0,0,1,1,1,1
4376,1,1,0,1,0,0,0,0,0,0,0,0
4377,1,1,1,1,1,1,0,0,0,0,1,0
4378,1,1,1,1,1,1,0,0,0,0,0,0
4379,1,1,1,1,1,1,0,0,0,0,0,0
4380,1,1,1,1,1,1,1,0,0,0,0,0
4381,1,1,1,1,1,1,1,1,1,0,0,0
4382,1,1,1,1,1,1,0,1,1,0,0,0
4383,1,1,1,1,1,1,0,0,1,0,0,0
4384,0,1,1,1,1,1,1,1,1,1,0,0
4385,1,0,1,1,1,1,0,0,0,1,0,0
4386,0,0,0,1,1,1,1,0,1,1,0,0
4387,0,0,0,0,0,0,1,1,1,1,1,0
4388,0,0,0,0,0,0,1,1,1,1,1,0
4389,0,0,0,0,0,0,0,1,1,1,1,0
4390,0,0,0,0,0,0,1,1,1,1,1,1
4391,0,0,0,0,0,0,1,1,1,1,1,1
4392,0,0,0,0,0,0,0,1,1,1,1,1
4393,0,0,0,0,0,0,1,0,1,1,1,1
4394,0,0,0,0,0,0,0,1,0,1,1,1
4395,0,0,0,0,0,0,1,1,1,1,1,1
4396,0,0,0,0,0,0,1,1,1,1,1,1
4397,0,0,0,0,0,0,0,0,1,0,1,1
4398,0,0,0,0,0,0,1,1,1,1,1,1
4399,0,0,0,0,0,0,0,1,0,1,1,1
4400,1,1,0,1,1,0,0,0,0,0,0,1
4401,1,1,1,0,1,1,1,0,0,0,1,1
4402,0,0,1,0,0,1,1,1,1,1,1,1
4403,0,0,0,0,0,0,1,1,1,1,1,1
4404,0,0,0,0,0,0,1,1,1,1,1,1
4405,0,0,0,0,0,0,0,0,1,1,1,1
4406,0,0,0,0,0,0,1,1,1,1,1,1
4407,0,0,0,0,0,0,1,1,1,1,1,1
4408,0,0,0,0,0,0,1,1,1,1,1,1
4409,0,0,0,0,0,0,1,1,1,1,1,1
4410,0,0,0,0,0,0,1,1,1,1,1,1
4411,0,0,0,0,0,0,0,0,1,1,1,1
4412,1,1,0,1,0,0,0,0,0,0,0,1
4413,1,1,1,0,1,0,1,0,0,0,1,1
4414,1,1,1,0,0,1,0,1,0,0,1,1
4415,1,1,1,1,1,1,0,0,0,0,0,0
4416,1,1,1,1,1,1,0,0,0,0,0,0
4417,1,1,1,1,1,1,1,1,0,0,0,1
4418,1,1,1,1,1,1,0,1,0,0,0,0
4419,1,1,1,1,1,1,0,0,1,0,0,0
4420,0,0,0,0,1,1,1,1,1,1,1,1
4421,1,1,1,1,1,1,0,0,0,0,0,0
4422,1,1,1,1,1,1,1,0,0,0,0,0
4423,0,1,1,1,1,1,1,1,0,0,0,0
4424,0,0,1,0,1,1,1,1,1,1,1,0
4425,0,0,0,0,0,0,0,1,1,1,1,0
4426,0,0,0,0,0,0,1,0,1,0,0,0
4427,1,0,0,1,0,0,0,0,0,1,0,0
4428,0,0,0,0,0,0,1,0,1,1,1,1
4429,0,0,0,0,0,0,1,1,1,1,0,1
4430,0,0,0,0,0,0,1,1,1,1,1,1
4431,0,0,0,0,0,0,1,1,1,1,1,1
4432,0,0,0,0,0,0,0,1,1,1,1,0
4433,0,0,0,0,0,0,1,1,1,1,1,1
4434,0,0,0,0,0,0,0,1,0,1,1,1
4435,0,0,0,0,0,0,1,0,1,1,1,1
4436,0,0,0,0,0,0,1,1,1,1,1,1
4437,0,0,0,0,0,0,0,1,1,1,1,1
4438,1,1,1,1,1,0,0,0,0,0,0,0
4439,1,1,1,1,1,1,0,0,0,0,0,1
4440,1,1,1,1,1,1,1,1,0,0,0,1
4441,1,1,1,1,1,1,0,1,1,0,0,0
4442,1,1,1,1,1,1,0,0,0,0,0,0
4443,1,1,1,1,1,1,1,0,0,0,0,0
4444,0,1,1,1,1,1,1,1,1,1,0,0
4445,0,0,1,1,1,1,0,1,1,1,0,0
4446,0,0,0,0,0,0,1,1,1,1,1,1
4447,0,0,0,0,0,0,0,1,1,1,1,1
4448,0,0,0,0,0,0,1,1,1,1,1,1
4449,0,0,0,0,0,0,0,0,0,1,1,1
4450,0,0,0,0,0,0,1,1,1,1,1,1
4451,0,0,0,0,0,0,0,1,0,1,1,1
4452,0,0,0,0,0,0,0,0,1,0,1,1
4453,0,0,0,0,0,0,1,0,0,1,1,1
4454,1,1,1,1,1,1,0,0,0,0,1,1
4455,1,1,1,1,1,1,1,0,0,0,0,1
4456,1,1,1,1,1,1,1,1,0,0,0,1
4457,1,1,1,1,1,1,0,0,0,0,0,1
4458,1,1,1,1,1,1,0,0,0,0,0,0
4459,1,1,1,1,1,1,1,1,0,0,0,0
4460,0,0,1,0,1,1,1,1,1,1,0,0
4461,0,0,0,0,0,0,0,1,1,1,0,0
4462,0,0,0,0,0,0,0,0,1,1,0,0
4463,0,0,0,0,0,0,1,1,1,1,1,0
4464,1,0,0,1,0,0,0,0,0,1,1,0
4465,0,1,0,0,0,0,1,0,0,1,1,0
4466,0,0,0,0,0,0,1,1,0,0,1,1
4467,1,1,1,1,1,1,0,0,0,0,0,0
4468,1,1,1,1,1,1,0,0,0,0,0,0
4469,1,1,1,1,1,1,0,0,0,0,0,0
4470,1,1,1,1,1,1,1,0,0,0,0,0
4471,1,1,1,1,1,1,0,0,0,0,0,0
4472,1,1,1,1,1,1,1,1,1,0,0,0
4473,1,1,1,1,1,1,1,1,1,0,0,0
4474,1,1,1,1,1,1,0,0,1,0,0,0
4475,1,1,1,1,1,1,0,0,0,0,0,0
4476,1,1,1,1,1,1,0,0,0,0,0,0
4477,1,1,1,1,1,1,0,0,0,0,0,0
4478,1,1,1,1,1,1,0,0,0,0,0,0
4479,1,1,1,1,1,1,1,0,0,0,0,0
4480,1,1,1,1,1,1,0,0,0,0,0,0
4481,1,1,1,1,1,1,1,0,0,0,0,0
4482,1,1,1,1,1,1,1,1,0,0,0,0
4483,0,0,1,0,1,1,1,1,1,1,0,0
4484,0,0,0,0,0,0,1,1,1,1,1,0
4485,0,0,0,0,0,0,0,1,1,1,1,0
4486,0,0,0,0,0,0,1,1,1,1,1,0
4487,0,0,0,0,0,0,1,1,1,1,1,1
4488,0,0,0,0,0,0,1,1,1,1,1,1
4489,0,0,0,0,0,0,1,1,1,1,1,1
4490,0,0,0,0,0,0,1,1,1,1,1,1
4491,0,0,0,0,0,0,1,1,1,1,1,1
4492,0,0,0,0,0,0,1,1,1,1,1,1
4493,0,0,0,0,0,0,0,0,0,1,1,1
4494,0,0,0,0,0,0,1,1,1,1,1,1
4495,0,0,0,0,0,0,1,1,1,1,1,1
4496,0,0,0,0,0,0,0,1,1,1,1,1
4497,0,0,0,0,0,0,0,0,1,1,1,1
4498,0,0,0,0,0,0,1,0,0,1,1,1
4499,0,0,0,0,0,0,0,0,0,1,1,1
4500,1,1,0,1,0,0,0,0,0,0,1,1
4501,1,1,1,1,1,1,0,0,0,0,0,1
4502,1,1,1,1,1,1,0,0,0,0,1,0
4503,1,1,1,1,1,1,0,0,0,0,0,0
4504,1,1,1,1,1,1,1,1,0,0,0,0
4505,1,1,1,1,1,1,0,0,0,0,0,1
4506,1,1,1,1,1,1,0,0,0,0,0,0
4507,1,1,1,1,1,1,0,0,0,0,0,0
4508,1,1,1,1,1,1,0,0,0,0,0,0
4509,1,1,1,1,1,1,0,0,0,0,0,0
4510,1,1,1,1,1,1,1,1,0,0,0,0
4511,1,1,1,1,1,1,0,1,0,0,0,0
4512,1,1,1,1,1,1,1,0,1,0,0,0
4513,0,0,1,0,0,1,1,1,1,1,0,0
4514,0,0,0,0,0,0,0,1,1,1,1,1
4515,0,0,0,0,0,0,1,1,1,1,1,1
4516,0,0,0,0,0,0,1,1,1,1,1,1
4517,0,0,0,0,0,0,1,1,1,1,1,1
4518,0,0,0,0,0,0,1,1,1,1,1,1
4519,0,0,0,0,0,0,1,1,1,1,1,1
4520,0,0,0,0,0,0,1,1,1,1,1,1
4521,0,0,0,0,0,0,0,0,1,1,1,1
4522,0,0,0,0,0,0,1,1,1,1,1,1
4523,0,0,0,0,0,0,0,1,1,1,1,1
4524,0,0,0,0,0,0,1,0,1,1,1,1
4525,0,0,0,0,0,0,0,0,0,1,1,1
4526,1,1,1,1,1,1,0,0,0,0,0,0
4527,1,1,1,1,1,1,1,0,0,0,0,0
4528,1,1,1,1,1,1,1,1,0,0,0,0
4529,1,1,1,1,1,1,0,0,0,0,0,0
4530,1,1,1,1,1,1,1,1,1,0,0,0
4531,1,1,1,1,1,1,0,1,1,0,0,0
4532,0,0,1,1,1,1,1,1,1,1,0,0
4533,0,0,0,1,1,1,0,1,0,1,0,0
4534,0,0,0,0,0,0,1,1,1,1,0,0
4535,0,0,0,0,0,0,0,1,1,1,1,0
4536,0,0,0,0,0,0,1,0,1,1,1,0
4537,0,0,0,0,0,0,1,1,0,1,1,0
4538,0,0,0,0,0,0,1,1,1,1,1,1
4539,0,0,0,0,0,0,1,1,1,1,1,1
4540,0,0,0,0,0,0,0,0,1,1,1,1
4541,0,0,0,0,0,0,1,1,1,1,1,1
4542,0,0,0,0,0,0,1,1,1,1,1,1
4543,0,0,0,0,0,0,0,0,0,1,1,1
4544,1,1,0,1,1,0,0,0,0,0,0,1
4545,1,1,1,1,1,1,1,0,0,0,1,1
4546,0,1,1,0,1,1,1,1,1,1,1,1
4547,1,1,1,1,0,1,0,1,1,0,0,1
4548,0,1,0,0,1,0,1,1,1,0,0,1
4549,1,0,1,1,1,1,0,1,0,0,0,1
4550,0,0,0,0,0,0,1,1,1,1,1,1
4551,0,0,0,0,0,0,0,1,1,1,0,1
4552,0,0,0,0,0,0,1,0,1,1,1,1
4553,0,0,0,0,0,0,1,1,1,1,1,1
4554,0,0,0,0,0,0,1,1,1,1,1,1
4555,0,0,0,0,0,0,1,1,1,1,1,1
4556,0,0,0,0,0,0,0,0,0,1,1,1
4557,0,0,0,0,0,0,1,0,1,1,1,1
4558,1,0,0,1,0,0,0,0,0,1,1,1
4559,0,0,0,0,0,0,1,1,1,1,1,1
4560,0,0,0,0,0,0,1,1,1,1,1,1
4561,0,0,0,0,0,0,0,1,1,1,1,1
4562,0,0,0,0,0,0,0,0,0,1,1,1
4563,0,0,0,0,0,0,0,0,0,1,1,1
4564,1,1,1,1,1,0,0,0,0,1,0,1
4565,1,1,1,1,1,1,0,0,0,0,0,0
4566,1,1,1,1,1,1,0,0,0,0,0,0
4567,1,1,1,1,1,1,0,0,0,0,0,0
4568,1,1,1,1,1,1,1,0,0,0,0,0
4569,1,1,1,1,1,1,1,1,1,0,0,0
4570,0,0,1,1,1,1,1,1,1,0,0,1
4571,1,1,1,1,1,1,0,0,0,0,0,0
4572,1,1,1,1,1,1,1,0,0,0,0,0
4573,1,1,1,1,1,1,0,0,0,0,0,0
4574,1,1,1,1,1,1,1,0,0,0,0,0
4575,0,0,1,0,1,1,1,1,1,1,1,0
4576,0,0,0,0,0,0,0,1,1,0,1,0
4577,0,0,0,0,0,0,1,1,1,1,1,1
4578,0,0,0,0,0,0,1,1,1,1,1,1
4579,0,0,0,0,0,0,1,1,1,1,1,1
4580,0,0,0,0,0,0,1,1,1,1,1,1
4581,0,0,0,0,0,0,1,1,1,1,1,1
4582,0,0,0,0,0,0,0,1,1,1,1,1
4583,0,0,0,0,0,0,0,0,1,1,1,1
4584,0,0,0,0,0,0,1,1,1,1,1,1
4585,0,0,0,0,0,0,1,1,1,1,1,1
4586,1,0,0,0,0,0,0,0,0,1,1,1
4587,0,1,0,0,0,0,1,0,1,1,1,1
4588,0,0,0,0,0,0,1,1,0,1,1,1
4589,0,0,0,0,0,0,0,1,1,1,1,1
4590,1,0,0,1,0,0,0,0,0,0,0,1
4591,0,0,0,0,0,0,1,1,0,0,1,1
4592,0,0,0,0,0,0,1,1,1,1,1,1
4593,0,0,0,0,0,0,0,0,1,1,1,1
4594,1,1,0,1,0,0,0,0,0,0,0,1
4595,1,1,1,1,1,1,0,0,0,0,1,1
4596,0,1,1,0,0,1,1,1,1,1,1,1
4597,1,0,1,1,0,0,0,1,0,0,0,0
4598,0,0,0,0,0,0,1,1,1,1,1,1
4599,0,0,0,0,0,0,0,1,1,1,1,1
4600,0,0,0,0,0,0,1,1,1,1,1,1
4601,0,0,0,0,0,0,0,1,1,1,1,1
4602,0,0,0,0,0,0,1,0,1,1,1,1
4603,1,0,0,1,0,0,0,0,0,1,1,1
4604,0,0,0,0,0,0,1,0,1,1,1,1
4605,1,1,1,1,0,0,0,0,0,0,1,1
4606,1,1,1,1,1,1,0,0,0,0,0,0
4607,1,1,1,1,1,1,0,0,0,0,0,0
4608,1,1,1,1,1,1,0,0,0,0,0,0
4609,1,1,1,1,1,1,1,1,1,0,0,0
4610,1,1,1,1,1,1,0,1,1,0,0,0
4611,1,1,1,1,1,1,0,0,0,0,0,0
4612,1,1,1,1,1,1,0,0,0,0,0,0
4613,1,1,1,1,1,1,0,0,0,0,0,0
4614,1,1,1,1,1,1,1,1,1,0,0,0
4615,0,0,1,0,0,1,1,1,1,1,1,0
4616,0,0,0,0,0,0,1,1,1,1,1,0
4617,0,0,0,0,0,0,1,1,1,1,1,1
4618,0,0,0,0,0,0,0,0,1,1,1,1
4619,0,0,0,0,0,0,0,0,0,1,1,1
4620,0,0,0,0,0,0,1,1,0,1,1,1
4621,0,0,0,0,0,0,0,1,1,1,1,1
4622,0,0,0,0,0,0,0,0,1,1,1,1
4623,0,0,0,0,0,0,1,0,0,0,1,1
4624,1,1,1,1,0,0,0,0,0,0,1,1
4625,0,1,1,0,0,0,1,1,1,1,1,1
4626,1,0,1,1,0,1,0,1,0,0,0,1
4627,1,1,0,1,1,0,0,0,1,0,0,1
4628,0,1,1,0,1,1,1,1,0,1,1,1
4629,1,0,1,1,0,1,0,1,1,0,0,0
4630,0,0,0,0,0,0,1,1,1,1,0,1
4631,0,0,0,1,0,1,0,1,0,0,0,1
4632,0,0,0,0,0,0,1,1,1,1,1,1
4633,0,0,0,0,0,0,1,1,1,1,1,1
4634,0,0,0,0,0,0,1,1,1,1,1,1
4635,0,0,0,0,0,0,0,1,1,1,1,1
4636,0,0,0,0,0,0,1,1,1,1,1,1
4637,0,0,0,0,0,0,0,0,0,1,1,1
4638,0,0,0,0,0,0,1,1,1,1,1,1
4639,0,0,0,0,0,0,1,1,1,1,1,1
4640,0,0,0,0,0,0,1,1,1,1,1,1
4641,0,0,0,0,0,0,1,1,1,1,1,1
4642,0,0,0,0,0,0,1,1,1,1,1,1
4643,1,0,0,0,0,0,0,0,0,1,1,1
4644,0,0,0,0,0,0,1,1,1,1,1,1
4645,0,0,0,0,0,0,0,1,0,1,1,1
4646,1,1,1,1,1,0,0,0,0,0,1,1
4647,0,1,1,0,0,0,1,1,1,1,1,1
4648,0,0,1,0,0,0,0,1,1,0,1,1
4649,1,1,0,1,0,0,0,0,1,1,0,1
4650,1,1,1,1,1,1,0,0,0,0,0,0
4651,1,1,1,1,1,1,1,0,0,0,0,0
4652,0,0,1,0,0,1,1,1,1,1,1,1
4653,1,0,0,1,0,1,0,1,1,0,0,0
4654,1,1,0,1,1,1,0,0,0,0,0,0
4655,1,1,1,1,1,1,0,0,0,0,0,0
4656,1,1,1,1,1,1,1,0,0,0,0,0
4657,1,1,1,1,1,1,0,0,0,0,0,0
4658,1,1,1,1,1,1,1,0,0,0,0,0
4659,1,1,1,1,1,1,1,1,0,0,0,0
4660,1,1,1,1,1,1,0,0,1,0,0,0
4661,1,1,1,1,1,1,0,0,0,0,0,0
4662,1,1,1,1,1,1,1,0,0,0,0,0
4663,0,0,1,1,1,1,1,1,1,1,0,0
4664,0,0,0,0,0,1,1,1,1,1,1,0
4665,1,0,0,1,0,0,0,0,1,0,0,0
4666,0,1,0,0,1,0,1,0,0,1,1,0
4667,1,1,1,1,1,1,0,0,0,1,0,0
4668,1,1,1,0,1,0,1,0,1,1,0,0
4669,1,1,1,1,1,1,0,0,0,0,0,1
4670,1,1,1,1,1,1,0,0,0,0,0,0
4671,1,1,1,1,1,1,0,0,0,0,0,0
4672,1,1,1,1,1,1,1,1,0,0,0,0
4673,0,0,1,0,0,1,1,1,1,1,0,1
4674,0,0,0,0,0,0,0,1,1,1,1,1
4675,0,0,0,0,0,0,1,1,1,1,1,1
4676,0,0,0,0,0,0,0,1,1,1,1,1
4677,0,0,0,0,0,0,1,1,1,1,1,1
4678,0,0,0,0,0,0,0,1,1,1,1,1
4679,0,0,0,0,0,0,0,0,1,1,1,1
4680,0,0,0,0,0,0,1,0,0,1,1,1
4681,0,0,0,0,0,0,1,1,1,1,1,1
4682,0,0,0,0,0,0,0,1,1,1,1,1
4683,0,0,0,0,0,0,1,1,1,1,1,1
4684,0,0,0,0,0,0,1,1,1,1,1,1
4685,0,0,0,0,0,0,0,0,1,1,1,1
4686,0,0,0,0,0,0,0,0,0,1,1,1
4687,0,0,0,0,0,0,1,1,0,1,1,1
4688,0,0,0,0,0,0,1,1,1,1,1,1
4689,0,0,0,0,0,0,0,0,1,1,1,1
4690,0,0,0,0,0,0,1,1,1,1,1,1
4691,0,0,0,0,0,0,1,1,1,1,1,1
4692,0,0,0,0,0,0,0,1,1,1,1,1
4693,0,0,0,0,0,0,1,1,1,1,1,1
4694,0,0,0,0,0,0,1,1,1,1,1,1
4695,0,0,0,0,0,0,1,1,1,1,1,1
4696,1,0,0,0,0,0,0,0,0,1,1,1
4697,0,0,0,0,0,0,1,1,1,1,1,1
4698,0,0,0,0,0,0,0,1,0,1,1,1
4699,0,0,0,0,0,0,1,1,1,1,1,1
4700,0,0,0,0,0,0,0,1,1,1,1,1
4701,0,0,0,0,0,0,1,0,1,1,1,1
4702,0,0,0,0,0,0,1,1,1,1,1,1
4703,0,0,0,0,0,0,1,1,1,1,1,1
4704,0,0,0,0,0,0,0,1,1,1,1,1
4705,0,0,0,0,0,0,1,1,1,1,1,1
4706,0,0,0,0,0,0,1,1,1,1,1,1
4707,0,0,0,0,0,0,1,1,1,1,1,1
4708,0,0,0,0,0,0,0,1,1,1,1,1
4709,1,0,0,1,0,0,0,0,0,0,1,1
4710,1,1,1,1,1,0,0,0,0,0,1,1
4711,1,1,1,1,1,1,0,0,0,0,0,0
4712,1,1,1,1,1,1,0,0,0,0,0,0
4713,1,1,1,1,1,1,1,0,0,0,0,0
4714,1,1,1,1,1,1,0,0,0,0,0,0
4715,1,1,1,1,1,1,0,0,0,0,0,0
4716,1,1,1,1,1,1,1,1,1,0,0,0
4717,0,0,1,1,1,1,1,1,1,1,0,0
4718,0,0,0,1,1,1,0,1,1,1,0,0
4719,1,0,0,1,1,1,0,0,0,1,0,0
4720,1,1,0,1,1,1,0,0,0,1,0,0
4721,0,0,0,0,0,1,1,1,1,1,1,0
4722,1,0,0,1,0,0,0,1,0,0,0,0
4723,0,1,0,0,0,0,1,0,1,0,1,1
4724,0,0,0,0,0,0,1,1,1,1,1,1
4725,0,0,0,0,0,0,0,0,1,1,0,1
4726,0,0,0,0,0,0,1,0,1,1,0,1
4727,0,0,0,0,0,0,1,1,1,1,1,1
4728,0,0,0,0,0,0,1,1,1,1,1,1
4729,0,0,0,0,0,0,1,1,1,1,1,1
4730,0,0,0,0,0,0,1,1,1,1,1,1
4731,0,0,0,0,0,0,0,1,1,1,1,1
4732,0,0,0,0,0,0,1,1,1,1,1,1
4733,0,0,0,0,0,0,1,1,1,1,1,1
4734,0,0,0,0,0,0,1,1,1,1,1,1
4735,0,0,0,0,0,0,0,0,1,1,1,1
4736,0,0,0,0,0,0,1,0,1,1,1,1
4737,0,0,0,0,0,0,1,1,1,1,1,1
4738,0,0,0,0,0,0,0,1,1,1,1,1
4739,0,0,0,0,0,0,1,1,1,1,1,1
4740,0,0,0,0,0,0,1,1,1,1,1,1
4741,0,0,0,0,0,0,1,1,1,1,1,1
4742,0,0,0,0,0,0,1,1,1,1,1,1
4743,0,0,0,0,0,0,1,1,1,1,1,1
4744,0,0,0,0,0,0,0,1,1,1,1,1
4745,0,0,0,0,0,0,1,1,1,1,1,1
4746,0,0,0,0,0,0,1,1,1,1,1,1
4747,0,0,0,0,0,0,1,1,1,1,1,1
4748,0,0,0,0,0,0,0,0,0,1,1,1
4749,1,1,0,0,0,0,0,0,0,0,1,1
4750,0,0,1,0,0,0,1,1,1,1,1,1
4751,0,0,0,0,0,0,0,1,1,1,1,1
4752,0,0,0,0,0,0,1,1,1,1,1,1
4753,0,0,0,0,0,0,0,1,1,1,1,1
4754,0,0,0,0,0,0,1,1,1,1,1,1
4755,1,1,0,1,1,0,0,0,0,0,0,0
4756,1,1,1,1,1,1,0,0,0,0,0,0
4757,1,1,1,1,1,1,1,0,0,0,0,0
4758,1,1,1,1,1,1,0,0,0,0,0,0
4759,1,1,1,1,1,1,0,0,0,0,0,0
4760,1,1,1,1,1,1,1,1,0,0,0,0
4761,1,1,1,1,1,1,0,0,0,0,0,0
4762,1,1,1,1,1,1,1,0,1,0,0,0
4763,1,1,1,1,1,1,0,1,0,0,0,0
4764,1,1,1,1,1,1,0,0,0,0,0,0
4765,1,1,1,1,1,1,1,0,0,0,0,0
4766,1,1,1,1,1,1,0,1,0,0,0,0
4767,1,1,1,1,1,1,0,0,0,0,0,0
4768,1,1,1,1,1,1,0,0,0,0,0,0
4769,1,1,1,1,1,1,0,0,0,0,0,0
4770,1,1,1,1,1,1,1,0,0,0,0,0
4771,1,1,1,1,1,1,0,1,0,0,0,0
4772,0,0,0,0,1,1,1,1,1,1,0,0
4773,0,0,0,0,0,0,0,1,1,1,1,0
4774,0,0,0,0,0,0,1,0,1,1,1,0
4775,0,0,0,0,0,0,1,1,1,1,1,1
4776,0,0,0,0,0,0,1,1,1,1,1,1
4777,0,0,0,0,0,0,0,1,1,1,1,1
4778,1,1,0,1,1,0,0,0,0,0,0,0
4779,1,1,1,1,1,1,0,0,0,0,0,0
4780,1,1,1,1,1,1,0,0,0,0,0,0
4781,1,1,1,1,1,1,1,0,0,0,0,0
4782,1,1,1,1,1,1,0,0,0,0,0,0
4783,1,1,1,1,1,1,1,0,0,0,0,0
4784,1,1,1,1,1,1,1,1,0,0,0,0
4785,1,1,1,1,1,1,0,0,0,0,0,0
4786,1,1,1,1,1,1,1,0,0,0,0,0
4787,1,1,1,1,1,1,1,1,0,0,0,0
4788,0,0,0,0,1,1,1,1,1,1,1,0
4789,0,0,0,0,0,0,0,1,1,1,1,0
4790,0,0,0,0,0,0,1,1,1,1,1,1
4791,0,0,0,0,0,0,0,1,1,1,1,1
4792,0,0,0,0,0,0,1,0,1,1,1,1
4793,0,0,0,0,0,0,0,0,0,1,1,1
4794,1,1,0,1,1,0,0,0,0,0,1,1
4795,1,1,1,1,1,1,0,0,0,0,1,0
4796,1,1,1,1,1,1,1,0,0,0,1,0
4797,1,1,1,0,1,1,1,1,1,0,0,1
4798,1,1,1,1,1,1,0,1,1,0,0,1
4799,1,1,1,1,1,1,0,0,1,0,0,1
4800,0,1,0,0,1,1,1,1,1,1,0,0
4801,0,0,0,1,0,1,0,1,1,1,0,0
4802,0,0,0,0,0,0,1,1,1,1,1,0
4803,0,0,0,0,0,0,0,1,1,1,1,0
4804,0,0,0,0,0,0,0,0,1,1,1,0
4805,0,0,0,0,0,0,1,1,1,1,1,1
4806,0,0,0,0,0,0,1,1,1,1,1,1
4807,0,0,0,0,0,0,1,1,1,1,1,1
4808,0,0,0,0,0,0,1,1,1,1,1,1
4809,0,0,0,0,0,0,1,1,1,1,1,1
4810,0,0,0,0,0,0,0,0,0,1,1,1
4811,0,0,0,0,0,0,0,0,0,1,1,1
4812,0,0,0,0,0,0,1,1,0,1,1,1
4813,0,0,0,0,0,0,1,1,1,1,1,1
4814,0,0,0,0,0,0,1,1,1,1,1,1
4815,0,0,0,0,0,0,0,1,1,1,1,1
4816,0,0,0,0,0,0,1,0,1,1,1,1
4817,1,1,0,1,1,0,0,0,0,1,0,1
4818,0,1,1,0,1,1,1,0,0,0,0,1
4819,1,1,1,1,1,1,0,0,0,0,0,0
4820,1,1,1,1,1,1,0,0,0,0,0,0
4821,1,1,1,1,1,1,0,0,0,0,0,0
4822,1,1,1,1,1,1,1,0,0,0,0,0
4823,1,1,1,1,1,1,0,0,0,0,0,0
4824,1,1,1,1,1,1,1,0,0,0,0,0
4825,1,1,1,1,1,1,1,1,0,0,0,0
4826,0,1,1,0,1,1,1,1,1,1,0,0
4827,0,0,0,0,0,1,1,1,1,1,0,0
4828,0,0,0,0,0,0,1,1,1,1,1,0
4829,0,0,0,0,0,0,0,1,1,1,1,1
4830,0,0,0,0,0,0,1,1,1,1,1,1
4831,0,0,0,0,0,0,0,1,1,1,1,1
4832,0,0,0,0,0,0,1,1,1,1,1,1
4833,0,0,0,0,0,0,1,1,1,1,1,1
4834,0,0,0,0,0,0,1,1,1,1,1,1
4835,0,0,0,0,0,0,1,1,1,1,1,1
4836,0,0,0,0,0,0,1,1,1,1,1,1
4837,0,0,0,0,0,0,0,0,1,1,1,1
4838,0,0,0,0,0,0,0,0,0,1,1,1
4839,0,0,0,0,0,0,1,1,1,1,1,1
4840,0,0,0,0,0,0,1,1,1,1,1,1
4841,0,0,0,0,0,0,1,1,1,1,1,1
4842,0,0,0,0,0,0,1,1,1,1,1,1
4843,0,0,0,0,0,0,1,1,1,1,1,1
4844,0,0,0,0,0,0,1,1,1,1,1,1
4845,0,0,0,0,0,0,0,0,0,1,1,1
4846,0,0,0,0,0,0,1,0,0,1,1,1
4847,0,0,0,0,0,0,1,1,1,1,1,1
4848,0,0,0,0,0,0,1,1,1,1,1,1
4849,0,0,0,0,0,0,1,1,1,1,1,1
4850,0,0,0,0,0,0,0,1,1,1,1,1
4851,0,0,0,0,0,0,1,1,1,1,1,1
4852,0,0,0,0,0,0,0,1,1,1,1,1
4853,0,0,0,0,0,0,0,0,0,1,1,1
4854,1,1,1,1,1,1,0,0,0,0,0,0
4855,1,1,1,1,1,1,1,0,0,0,0,0
4856,1,1,1,1,1,1,1,1,0,0,0,0
4857,1,1,1,1,1,1,1,1,1,0,0,1
4858,1,1,1,1,1,1,0,0,1,0,0,0
4859,0,0,0,0,0,0,1,1,1,0,0,1
4860,0,0,0,0,0,0,1,1,1,1,1,1
4861,0,0,0,0,0,0,0,1,1,1,1,1
4862,0,0,0,0,0,0,0,0,1,1,0,0
4863,0,0,0,0,0,0,1,0,0,1,1,0
4864,1,1,0,1,0,0,0,0,0,1,1,0
4865,1,1,1,1,1,0,0,0,0,0,0,0
4866,1,1,1,1,1,1,1,0,0,0,0,1
4867,1,1,1,1,1,1,0,0,0,0,0,1
4868,1,1,1,1,1,1,0,0,0,0,0,0
4869,1,1,1,1,1,1,1,0,0,0,0,0
4870,1,1,1,1,1,1,0,1,0,0,0,0
4871,1,1,1,1,1,1,0,0,1,0,0,0
4872,0,1,1,1,1,1,1,1,1,0,0,0
4873,0,0,1,1,1,1,1,1,1,1,0,0
4874,0,0,0,0,0,0,1,1,1,1,0,0
4875,0,0,0,0,0,0,1,1,1,1,1,0
4876,0,0,0,0,0,0,0,1,1,1,1,0
4877,0,0,0,0,0,0,1,1,1,1,1,1
4878,1,0,0,1,0,0,0,0,0,0,1,0
4879,1,1,0,1,1,0,1,0,0,0,1,1
4880,1,1,1,1,1,1,0,0,0,0,0,0
4881,1,1,1,1,1,1,1,0,0,0,0,0
4882,1,1,1,1,1,1,0,1,0,0,0,0
